Date,Description,Amount,Transaction Type,Category,Day of Week,Month,Acct_Checking,Acct_Platinum Card,Acct_Silver Card,Category_label,Amount_scaled
2018-10-31,Credit Card Payment,17.1,0,Shopping,2,10,0,1,0,19,-0.4901493258754172
2018-11-21,Starbucks,178.98,1,Groceries,2,11,0,1,0,9,0.3363448817008296
2018-04-19,State Farm,13.0,1,Restaurants,3,4,1,0,0,18,-0.5110822777599158
2018-08-29,Credit Card Payment,73.39,1,Groceries,2,8,1,0,0,9,-0.2027552132953151
2018-03-12,Grocery Store,19.03,1,Home Improvement,0,3,0,1,0,11,-0.48029552169564116
2018-04-06,Grocery Store,8.06,0,Credit Card Payment,4,4,1,0,0,3,-0.5363039319817261
2018-10-24,Brunch Restaurant,77.37,1,Utilities,2,10,0,0,1,21,-0.18243493317328974
2019-04-26,Grocery Store,176.12,0,Shopping,4,4,1,0,0,19,0.32174287136188684
2018-12-31,Grocery Store,65.93,1,Credit Card Payment,0,12,0,1,0,3,-0.24084297452906106
2018-10-16,Gas Company,65.86,1,Electronics & Software,1,10,1,0,0,4,-0.24120036639050377
2019-01-20,Hardware Store,60.72,1,Haircut,6,1,1,0,0,10,-0.267443140216436
2018-10-07,Gas Company,22.79,1,Credit Card Payment,6,10,0,0,1,3,-0.46109847313814983
2019-11-04,Italian Restaurant,30.2,1,Credit Card Payment,0,11,0,1,0,3,-0.42326599180543434
2019-01-18,Grocery Store,151.55,0,Utilities,4,1,0,0,1,21,0.19629832799551433
2019-03-23,Mortgage Payment,186.59,0,Movies & DVDs,5,3,1,0,0,15,0.3751984826376671
2018-08-24,State Farm,13.57,0,Utilities,4,8,0,1,0,21,-0.5081720868881684
2019-07-20,Gas Company,136.67,0,Auto Insurance,5,7,1,0,0,1,0.12032702944884659
2019-09-27,Barbershop,113.94,1,Restaurants,4,9,0,1,0,18,0.0042767864403953654
2018-06-02,BP,7.41,0,Restaurants,5,6,0,0,1,18,-0.5396225706951222
2018-05-09,Movie Theater,136.6,0,Mortgage & Rent,2,5,1,0,0,14,0.11996963758740396
2019-10-05,American Tavern,36.37,0,Alcohol & Bars,5,10,1,0,0,0,-0.39176445201827453
2018-10-27,Starbucks,45.22,1,Groceries,5,10,0,1,0,9,-0.3465799095358814
2019-09-28,Japanese Restaurant,189.1,1,Utilities,5,9,1,0,0,21,0.38801353366939656
2018-11-05,Biweekly Paycheck,58.98,1,Utilities,0,11,1,0,0,21,-0.27632688077229633
2019-02-23,Greek Restaurant,43.41,0,Shopping,5,2,1,0,0,19,-0.3558210419531844
2018-11-10,BP,73.97,1,Auto Insurance,5,11,0,0,1,1,-0.19979396644336167
2018-09-30,Credit Card Payment,180.21,0,Paycheck,6,9,0,0,1,17,0.34262476726617924
2019-11-17,Vietnamese Restaurant,49.76,0,Utilities,6,11,1,0,0,21,-0.32340049452231484
2018-05-06,Grocery Store,54.7,1,Groceries,6,5,0,0,1,9,-0.29817884030050446
2018-04-10,American Tavern,21.08,0,Auto Insurance,1,4,1,0,0,1,-0.46982904575339196
2018-12-23,Credit Card Payment,109.46,0,Internet,6,12,0,1,0,12,-0.01859629269193469
2018-06-06,Brewing Company,25.37,1,Restaurants,2,6,0,1,0,18,-0.4479260302449776
2019-03-08,Credit Card Payment,110.88,0,Credit Card Payment,4,3,0,0,1,3,-0.011346343502669358
2019-04-07,Best Buy,106.93,0,Credit Card Payment,6,4,1,0,0,3,-0.03151345568407636
2018-09-05,Biweekly Paycheck,190.18,0,Restaurants,2,9,0,0,1,18,0.3935275795316548
2018-04-29,Belgian Restaurant,172.35,0,Credit Card Payment,6,4,0,0,1,3,0.3024947668241894
2019-02-07,Credit Card Payment,196.11,1,Paycheck,3,2,0,1,0,17,0.42380377579386846
2018-12-14,Credit Card Payment,51.71,0,Credit Card Payment,4,12,0,0,1,3,-0.3134445783821265
2018-09-22,American Tavern,106.47,1,Groceries,5,9,0,1,0,9,-0.03386203077355672
2018-12-03,State Farm,168.37,1,Paycheck,0,12,0,0,1,17,0.2821744867021641
2019-08-06,Starbucks,176.86,0,Groceries,1,8,0,1,0,9,0.32552101389713783
2019-08-10,Mike's Construction Co.,73.4,1,Restaurants,5,8,0,0,1,18,-0.202704157315109
2018-01-18,Grocery Store,122.5,1,Groceries,3,1,0,1,0,9,0.047980705496811694
2019-09-01,Roadside Diner,1.08,0,Restaurants,6,9,1,0,0,18,-0.5719410061655796
2019-03-07,Amazon,35.91,1,Gas & Fuel,3,3,1,0,0,8,-0.3941130271077548
2018-04-08,Grocery Store,2.04,1,Alcohol & Bars,6,4,0,1,0,0,-0.5670396320657946
2019-09-15,Movie Theater,198.16,0,Coffee Shops,6,9,1,0,0,2,0.4342702517361176
2018-02-26,Biweekly Paycheck,20.15,0,Restaurants,0,2,0,1,0,18,-0.4745772519125587
2018-09-02,Credit Card Payment,124.99,1,Groceries,6,9,1,0,0,9,0.060693644568129035
2019-09-15,Netflix,155.52,0,Credit Card Payment,6,9,1,0,0,3,0.21656755213733359
2019-01-16,Credit Card Payment,128.34,0,Mortgage & Rent,2,1,0,1,0,14,0.07779739793717051
2019-10-03,Credit Card Payment,24.02,1,Shopping,3,10,0,1,0,19,-0.45481858757280036
2018-03-11,City Water Charges,143.6,1,Restaurants,6,3,1,0,0,18,0.15570882373166964
2018-12-13,American Tavern,25.67,1,Groceries,3,12,1,0,0,9,-0.44639435083879486
2019-01-11,Brunch Restaurant,9.74,1,Gas & Fuel,4,1,0,1,0,8,-0.5277265273071023
2019-12-06,Greek Restaurant,185.02,1,Alcohol & Bars,4,12,0,0,1,0,0.3671826937453104
2018-05-18,Mortgage Payment,42.44,1,Auto Insurance,4,5,1,0,0,1,-0.3607734720331755
2019-01-12,Internet Service Provider,53.27,0,Restaurants,5,1,1,0,0,18,-0.30547984546997586
2019-10-29,Seafood Restaurant,118.71,1,Coffee Shops,1,10,1,0,0,2,0.028630488998702103
2019-10-22,Credit Card Payment,149.82,1,Paycheck,1,10,1,0,0,17,0.18746564341986
2019-09-12,Grocery Store,106.39,1,Mortgage & Rent,3,9,1,0,0,14,-0.03427047861520546
2019-10-21,Grocery Store,161.61,1,Credit Card Payment,0,10,1,0,0,3,0.24766064408284474
2018-02-28,Phone Company,183.59,0,Gas & Fuel,2,2,1,0,0,8,0.3598816885758389
2018-02-22,Gas Company,140.12,1,Credit Card Payment,3,2,0,1,0,3,0.13794134261994906
2019-03-21,Gas Company,104.21,0,Internet,3,3,0,1,0,12,-0.04540068230013395
2019-05-05,Power Company,67.03,1,Utilities,6,5,0,0,1,21,-0.23522681670639078
2019-10-01,Gas Company,53.78,1,Home Improvement,1,10,0,1,0,11,-0.3028759904794651
2018-07-20,Grocery Store,135.16,0,Auto Insurance,4,7,0,0,1,1,0.11261757643772646
2019-05-20,Mexican Restaurant,4.08,0,Utilities,0,5,0,1,0,21,-0.5566242121037515
2019-04-19,Credit Card Payment,3.1,1,Shopping,4,4,1,0,0,19,-0.5616276981639486
2018-05-23,Credit Card Payment,124.25,0,Groceries,2,5,0,1,0,9,0.05691550203287812
2018-04-10,Hardware Store,150.35,1,Credit Card Payment,1,4,0,1,0,3,0.19017161037078298
2018-11-24,Vietnamese Restaurant,157.81,1,Credit Card Payment,5,11,1,0,0,3,0.22825937160452903
2018-03-31,Biweekly Paycheck,2.93,0,Credit Card Payment,5,3,0,1,0,3,-0.5624956498274521
2018-11-23,Biweekly Paycheck,18.48,0,Electronics & Software,4,11,0,1,0,4,-0.4831036006069763
2019-05-13,Hardware Store,117.14,0,Coffee Shops,0,5,1,0,0,2,0.020614700106345404
2019-09-27,Seafood Restaurant,88.22,0,Music,4,9,1,0,0,16,-0.12703919464967797
2018-03-16,State Farm,175.69,1,Credit Card Payment,4,3,1,0,0,3,0.31954746421302477
2019-03-30,Brunch Restaurant,133.27,1,Gas & Fuel,5,3,0,1,0,8,0.1029679961787748
2018-09-15,American Tavern,14.82,1,Internet,5,9,0,1,0,12,-0.5017900893624067
2018-12-29,Credit Card Payment,169.06,0,Shopping,5,12,1,0,0,19,0.2856973493363846
2019-05-06,Amazon,180.69,0,Paycheck,0,5,0,1,0,17,0.3450754543160717
2018-11-14,State Farm,120.2,0,Credit Card Payment,2,11,0,1,0,3,0.03623783004941013
2019-07-27,State Farm,135.64,0,Haircut,5,7,0,1,0,10,0.11506826348761892
2018-08-19,Amazon,150.21,1,Utilities,6,8,1,0,0,21,0.18945682664789773
2018-05-21,Grocery Store,35.3,0,Credit Card Payment,0,5,0,1,0,3,-0.3972274419003265
2019-06-05,Starbucks,104.24,1,Restaurants,2,6,0,1,0,18,-0.04524751435951566
2018-06-16,Credit Card Payment,138.85,0,Restaurants,5,6,1,0,0,18,0.13145723313377508
2018-04-26,American Tavern,148.42,0,Utilities,3,4,1,0,0,21,0.18031780619100685
2018-09-15,BP,174.43,0,Groceries,5,9,1,0,0,9,0.313114410707057
2019-02-12,Chick-Fil-A,151.75,1,Paycheck,1,2,0,0,1,17,0.19731944759963616
2018-12-26,Brewing Company,44.42,1,Shopping,2,12,1,0,0,19,-0.35066438795236893
2018-12-15,Grocery Store,4.59,1,Haircut,5,12,0,1,0,10,-0.5540203571132406
2018-03-02,Hardware Store,64.27,0,Credit Card Payment,4,3,0,0,1,3,-0.2493182672432727
2018-12-09,Amazon,120.64,1,Utilities,6,12,0,1,0,21,0.03848429317847825
2018-03-18,Starbucks,102.53,1,Home Improvement,6,3,0,1,0,11,-0.05397808697475768
2019-08-18,Gas Company,118.62,1,Groceries,6,8,0,1,0,9,0.028170985176847314
2018-10-24,American Tavern,46.09,0,Internet,2,10,1,0,0,12,-0.3421380392579512
2019-10-16,Credit Card Payment,27.92,0,Groceries,2,10,0,1,0,9,-0.43490675529242373
2019-11-24,Grocery Store,29.15,1,Credit Card Payment,6,11,1,0,0,3,-0.42862686972707426
2019-04-18,Hardware Store,90.89,0,Credit Card Payment,3,4,1,0,0,3,-0.1134072479346509
2019-02-26,Credit Card Payment,62.76,0,Utilities,1,2,1,0,0,21,-0.25702772025439286
2019-11-30,Credit Card Payment,138.35,0,Haircut,5,11,0,1,0,10,0.12890443412347038
2018-05-15,Credit Card Payment,24.02,1,Mobile Phone,1,5,1,0,0,13,-0.45481858757280036
2018-06-06,City Water Charges,68.46,0,Credit Card Payment,2,6,0,1,0,3,-0.2279258115369194
2018-10-12,Hardware Store,119.62,1,Fast Food,4,10,0,1,0,6,0.033276583197456695
2018-08-30,Gas Company,39.17,0,Groceries,3,8,0,1,0,9,-0.3774687775605682
2019-08-01,BP,21.84,1,Groceries,3,8,0,1,0,9,-0.46594879125772876
2018-08-06,Power Company,192.74,0,Groceries,0,8,0,0,1,9,0.4065979104644148
2018-05-02,Shell,77.08,1,Utilities,2,5,0,1,0,21,-0.18391555659926648
2018-11-15,Credit Card Payment,84.68,1,Utilities,3,11,0,1,0,21,-0.14511301164263513
2018-08-02,Credit Card Payment,140.63,0,Gas & Fuel,3,8,0,1,0,8,0.14054519761045978
2019-02-17,Biweekly Paycheck,101.85,1,Gas & Fuel,6,2,0,1,0,8,-0.05744989362877209
2018-06-24,Hardware Store,198.43,0,Restaurants,6,6,0,1,0,18,0.43564876320168217
2019-03-05,Amazon,154.8,0,Electronics & Software,1,3,0,1,0,4,0.21289152156249483
2018-03-12,Shell,157.57,1,Paycheck,0,3,0,1,0,17,0.22703402807958273
2018-09-01,Starbucks,137.32,0,Movies & DVDs,5,9,1,0,0,15,0.12364566816224272
2019-02-14,Credit Card Payment,35.44,1,Groceries,3,2,0,0,1,9,-0.3965126581774412
2019-07-03,Biweekly Paycheck,8.73,1,Credit Card Payment,2,7,1,0,0,3,-0.5328831813079178
2019-06-22,American Tavern,190.98,0,Groceries,5,6,0,0,1,9,0.3976120579481422
2019-10-27,State Farm,88.93,0,Coffee Shops,6,10,0,1,0,2,-0.12341422005504525
2019-01-27,Amazon,96.43,0,Coffee Shops,6,1,1,0,0,2,-0.08512223490047488
2018-11-03,Credit Card Payment,123.68,0,Electronics & Software,5,11,0,0,1,4,0.0540053111611308
2019-09-02,Chick-Fil-A,99.45,0,Shopping,0,9,1,0,0,19,-0.06970332887823456
2018-05-18,Amazon,198.82,0,Electronics & Software,4,5,0,1,0,4,0.43763994642971976
2018-11-13,Gas Company,19.48,0,Alcohol & Bars,1,11,1,0,0,0,-0.47799800258636693
2018-05-27,American Tavern,52.29,1,Alcohol & Bars,6,5,0,0,1,0,-0.3104833315301731
2018-12-25,Amazon,134.61,0,Credit Card Payment,1,12,0,1,0,3,0.1098094975263914
2019-01-10,Credit Card Payment,130.04,1,Alcohol & Bars,3,1,0,1,0,0,0.08647691457220641
2018-04-11,Grocery Store,35.5,1,Restaurants,2,4,1,0,0,18,-0.3962063222962046
2018-08-15,Credit Card Payment,48.07,1,Gas & Fuel,2,8,0,0,1,8,-0.33202895517714465
2019-08-08,Thai Restaurant,138.94,0,Fast Food,3,8,1,0,0,6,0.13191673695562994
2019-12-31,American Tavern,84.98,0,Gas & Fuel,1,12,0,1,0,8,-0.14358133223645234
2018-09-22,Mortgage Payment,66.12,1,Restaurants,5,9,0,1,0,18,-0.2398729109051453
2018-08-14,Credit Card Payment,153.92,1,Groceries,1,8,0,1,0,9,0.20839859530435845
2018-06-30,Grocery Store,67.9,0,Gas & Fuel,5,6,0,1,0,8,-0.2307849464284606
2018-08-07,Shell,34.55,1,Auto Insurance,1,8,1,0,0,1,-0.40105664041578354
2019-02-20,Power Company,111.94,1,Credit Card Payment,2,2,0,1,0,3,-0.0059344096008234004
2019-01-10,Fancy Restaurant,43.22,0,Utilities,3,1,0,1,0,21,-0.3567911055771002
2018-04-04,Phone Company,95.24,0,Credit Card Payment,2,4,1,0,0,3,-0.09119789654500011
2018-06-27,Grocery Store,56.0,0,Electronics & Software,2,6,1,0,0,4,-0.2915415628737123
2019-06-04,Gas Company,128.85,1,Gas & Fuel,1,6,1,0,0,8,0.08040125292768124
2018-12-22,Internet Service Provider,181.73,0,Credit Card Payment,5,12,1,0,0,3,0.3503852762575054
2019-05-31,Wendy's,62.1,1,Mobile Phone,4,5,1,0,0,13,-0.260397414947995
2019-10-11,Grocery Store,52.19,0,Credit Card Payment,4,10,1,0,0,3,-0.31099389133223404
2019-03-21,Amazon,109.6,0,Utilities,3,3,1,0,0,21,-0.017881508969049373
2019-06-05,Gas Company,141.69,1,Credit Card Payment,2,6,1,0,0,3,0.14595713151230574
2018-10-14,Credit Card Payment,99.29,1,Credit Card Payment,6,10,0,1,0,3,-0.07052022456153205
2019-04-23,Mortgage Payment,138.84,1,Groceries,1,4,1,0,0,9,0.13140617715356903
2018-07-11,Grocery Store,173.63,1,Movies & DVDs,2,7,1,0,0,15,0.3090299322905694
2019-01-08,Grocery Store,137.81,1,Groceries,1,1,0,1,0,9,0.12614741119234135
2018-04-19,Phone Company,13.02,0,Utilities,3,4,0,0,1,21,-0.5109801657995036
2018-03-01,Credit Card Payment,145.5,1,Fast Food,3,3,0,1,0,6,0.1654094599708275
2019-08-09,Mediterranean Restaurant,91.19,0,Gas & Fuel,4,8,0,0,1,8,-0.1118755685284681
2018-09-02,Shell,67.87,1,Coffee Shops,6,9,1,0,0,2,-0.23093811436907888
2018-04-08,Grocery Store,108.99,0,Utilities,6,4,1,0,0,21,-0.020995923761621096
2019-10-23,Phone Company,66.05,1,Groceries,2,10,0,0,1,9,-0.240230302766588
2019-07-01,Grocery Store,60.13,0,Groceries,0,7,1,0,0,9,-0.27045544304859553
2019-04-13,Internet Service Provider,199.95,1,Restaurants,5,4,0,0,1,18,0.44340927219300835
2019-03-31,Grocery Store,108.34,0,Utilities,6,3,1,0,0,21,-0.02431456247501715
2018-08-18,Amazon,157.89,1,Mobile Phone,5,8,1,0,0,13,0.2286678194461777
2019-08-23,Brunch Restaurant,3.4,0,Shopping,4,8,0,0,1,19,-0.5600960187577658
2019-09-27,Starbucks,177.3,0,Credit Card Payment,4,9,0,0,1,3,0.32776747702620596
2019-01-13,Biweekly Paycheck,162.27,1,Restaurants,6,1,0,1,0,18,0.2510303387764469
2019-01-11,Wendy's,86.12,1,Mortgage & Rent,4,1,1,0,0,14,-0.13776095049295764
2018-05-13,Netflix,124.82,0,Gas & Fuel,6,5,1,0,0,8,0.05982569290462543
2019-05-22,Credit Card Payment,14.45,1,Paycheck,2,5,0,0,1,17,-0.5036791606300322
2019-07-17,State Farm,101.99,1,Credit Card Payment,2,7,1,0,0,3,-0.056735109905886774
2018-03-01,American Tavern,5.73,1,Utilities,3,3,1,0,0,21,-0.548199975369746
2019-06-23,QuikTrip,45.31,1,Internet,6,6,0,1,0,12,-0.3461204057140266
2018-08-11,Netflix,132.3,1,Groceries,5,8,1,0,0,9,0.0980155660987837
2019-05-08,BP,74.0,0,Groceries,2,5,0,1,0,9,-0.19964079850274338
2018-05-06,Biweekly Paycheck,16.37,1,Paycheck,6,5,1,0,0,17,-0.4938764124304621
2019-04-02,Vietnamese Restaurant,136.66,1,Credit Card Payment,1,4,1,0,0,3,0.12027597346864054
2018-03-28,Thai Restaurant,108.64,1,Gas & Fuel,2,3,0,1,0,8,-0.022782883068834348
2019-06-27,Netflix,27.7,1,Groceries,3,6,1,0,0,9,-0.4360299868569578
2018-01-29,Mortgage Payment,97.09,1,Paycheck,0,1,0,1,0,17,-0.08175254020687271
2018-05-03,Shell,88.5,1,Groceries,3,5,0,1,0,9,-0.12560962720390734
2019-02-12,State Farm,174.17,1,Paycheck,1,2,0,1,0,17,0.31178695522169847
2018-05-12,Amazon,122.75,1,Coffee Shops,5,5,0,0,1,2,0.04925710500196404
2018-06-27,BP,52.9,0,Mortgage & Rent,2,6,1,0,0,14,-0.30736891673760136
2019-10-31,American Tavern,32.24,1,Utilities,3,10,0,1,0,21,-0.41285057184339125
2018-07-23,Netflix,115.76,0,Alcohol & Bars,0,7,0,1,0,0,0.013568974837904481
2019-06-01,Credit Card Payment,30.2,1,Paycheck,5,6,0,1,0,17,-0.42326599180543434
2019-05-06,Hardware Store,187.98,0,Music,0,5,0,1,0,16,0.382295263886314
2019-06-09,Mediterranean Restaurant,32.62,1,Paycheck,6,6,0,1,0,17,-0.4109104445955597
2019-09-01,City Water Charges,104.02,0,Paycheck,6,9,1,0,0,17,-0.046370745924049724
2018-08-30,Gas Company,19.06,1,Internet,3,8,1,0,0,12,-0.48014235375502284
2018-06-09,Brunch Restaurant,121.63,0,Restaurants,5,6,0,1,0,18,0.04353883521888151
2019-11-19,Amazon,109.91,1,Credit Card Payment,1,11,1,0,0,3,-0.016298773582660454
2019-02-19,Credit Card Payment,152.49,0,Food & Dining,1,2,0,1,0,7,0.20109759013488715
2019-10-22,Biweekly Paycheck,63.39,0,Groceries,1,10,1,0,0,9,-0.2538111935014089
2018-07-15,Internet Service Provider,117.39,0,Credit Card Payment,6,7,0,1,0,3,0.021891099611497752
2019-02-27,Credit Card Payment,107.98,1,Coffee Shops,2,2,1,0,0,2,-0.026152577762436527
2018-06-29,Internet Service Provider,96.15,0,Shopping,4,6,0,1,0,19,-0.08655180234624552
2018-08-12,American Tavern,29.86,1,Credit Card Payment,6,8,0,1,0,3,-0.4250018951324415
2019-02-03,Barbershop,55.55,0,Movies & DVDs,6,2,1,0,0,15,-0.2938390819829865
2019-08-02,Credit Card Payment,102.12,1,Alcohol & Bars,4,8,0,1,0,0,-0.056071382163207506
2019-08-23,Valero,113.94,1,Fast Food,4,8,0,0,1,6,0.0042767864403953654
2019-08-12,Biweekly Paycheck,127.05,0,Groceries,0,8,0,1,0,9,0.07121117649058438
2018-04-24,Gas Company,152.36,0,Groceries,1,4,1,0,0,9,0.20043386239220795
2018-06-25,Credit Card Payment,31.77,1,Credit Card Payment,0,6,0,1,0,3,-0.4152502029130776
2018-01-28,Power Company,155.47,0,Paycheck,6,1,1,0,0,17,0.21631227223630306
2018-12-24,City Water Charges,174.45,1,Shopping,0,12,0,1,0,19,0.3132165226674691
2019-10-14,Credit Card Payment,136.56,0,Paycheck,0,10,0,0,1,17,0.11976541366657963
2018-07-18,Movie Theater,158.38,0,Restaurants,2,7,0,1,0,18,0.23116956247627635
2019-08-03,American Tavern,156.6,1,Paycheck,5,8,1,0,0,17,0.22208159799959162
2019-10-01,Spotify,63.64,1,Restaurants,1,10,0,1,0,18,-0.2525347939962566
2018-06-05,Amazon,157.34,1,Restaurants,1,6,1,0,0,18,0.22585974053484262
2019-01-31,Grocery Store,151.36,1,Shopping,3,1,0,0,1,19,0.19532826437159856
2019-04-19,Phone Company,76.83,1,Utilities,4,4,0,1,0,21,-0.18519195610441883
2018-10-08,Biweekly Paycheck,13.03,0,Groceries,0,10,1,0,0,9,-0.5109291098192974
2018-03-02,Credit Card Payment,171.23,1,Groceries,4,3,0,0,1,9,0.29677649704110687
2019-04-20,Credit Card Payment,36.86,0,Credit Card Payment,5,4,0,1,0,3,-0.3892627089881759
2018-12-29,Brunch Restaurant,116.5,1,Gas & Fuel,5,12,0,1,0,8,0.017347117373155398
2018-11-13,Brunch Restaurant,102.23,0,Mobile Phone,1,11,0,1,0,13,-0.055509766380940476
2019-01-26,American Tavern,89.0,1,Shopping,5,1,0,1,0,19,-0.12305682819360264
2018-06-06,Best Buy,106.11,1,Shopping,2,6,0,1,0,19,-0.03570004606097609
2018-09-17,Brewing Company,4.43,0,Mobile Phone,0,9,1,0,0,13,-0.5548372527965382
2018-12-19,Grocery Store,108.83,0,Credit Card Payment,2,12,0,1,0,3,-0.02181281944491858
2018-07-22,Starbucks,171.02,0,Shopping,6,7,0,1,0,19,0.295704321456779
2019-08-03,Gas Company,100.91,1,Utilities,5,8,1,0,0,21,-0.0622491557681449
2018-06-03,Grocery Store,37.24,1,Credit Card Payment,6,6,1,0,0,3,-0.38732258174034434
2019-05-11,Internet Service Provider,103.67,0,Mobile Phone,5,5,0,0,1,13,-0.048157705231262976
2019-05-12,City Water Charges,35.95,1,Utilities,6,5,1,0,0,21,-0.3939088031869304
2019-05-04,Power Company,121.37,1,Credit Card Payment,5,5,0,1,0,3,0.04221137973352312
2018-05-04,Grocery Store,39.19,1,Coffee Shops,4,5,1,0,0,2,-0.377366665600156
2019-10-07,Amazon,29.47,1,Shopping,0,10,0,1,0,19,-0.42699307836047923
2018-02-02,Italian Restaurant,182.38,1,Movies & DVDs,4,2,0,0,1,15,0.35370391497090153
2018-12-16,BP,30.88,1,Fast Food,6,12,0,0,1,6,-0.41979418515142
2018-09-02,Gas Company,80.23,0,Credit Card Payment,6,9,0,1,0,3,-0.1678329228343469
2018-06-24,State Farm,80.86,0,Internet,6,6,0,1,0,12,-0.16461639608136303
2019-05-18,BP,16.65,0,Auto Insurance,5,5,1,0,0,1,-0.49244684498469155
2018-12-21,Barbershop,24.36,1,Restaurants,4,12,0,0,1,18,-0.4530826842457932
2019-09-11,Grocery Store,157.67,0,Groceries,2,9,0,1,0,9,0.22754458788164364
2019-04-26,American Tavern,30.82,0,Groceries,4,4,0,1,0,9,-0.4201005210326565
2019-03-20,Spotify,166.93,0,Haircut,2,3,0,1,0,10,0.2748224255524866
2018-07-23,Biweekly Paycheck,133.56,1,Groceries,0,7,0,1,0,9,0.10444861960475148
2019-04-23,Amazon,179.13,0,Groceries,1,4,0,0,1,9,0.337110721403921
2018-09-28,Hardware Store,46.14,0,Gas & Fuel,4,9,0,1,0,8,-0.3418827593569208
2019-06-14,Grocery Store,76.01,0,Restaurants,4,6,0,1,0,18,-0.1893785464813185
2019-08-02,Shell,197.47,0,Utilities,4,8,1,0,0,21,0.43074738910189714
2018-05-26,Grocery Store,62.45,1,Gas & Fuel,5,5,1,0,0,8,-0.2586104556407817
2019-04-25,Credit Card Payment,137.84,1,Mortgage & Rent,3,4,1,0,0,14,0.12630057913295964
2019-10-03,Grocery Store,41.3,0,Credit Card Payment,3,10,0,1,0,3,-0.3665938537766702
2019-01-07,Credit Card Payment,130.5,1,Shopping,0,1,0,0,1,19,0.08882548966168675
2019-03-29,Credit Card Payment,119.51,0,Coffee Shops,4,3,0,0,1,2,0.032714967415189665
2019-02-06,Starbucks,164.38,0,Groceries,2,2,1,0,0,9,0.26180315059993264
2019-02-25,Phone Company,133.72,1,Shopping,0,2,1,0,0,19,0.10526551528804896
2018-11-29,Brewing Company,40.47,0,Groceries,3,11,1,0,0,9,-0.37083150013377597
2019-10-14,Grocery Store,155.8,1,Credit Card Payment,0,10,1,0,0,3,0.21799711958310422
2018-03-27,Credit Card Payment,188.27,0,Credit Card Payment,1,3,1,0,0,3,0.38377588731229084
2019-10-24,Shell,44.72,1,Credit Card Payment,3,10,1,0,0,3,-0.3491327085461861
2019-06-28,Grocery Store,132.32,1,Restaurants,4,6,0,0,1,18,0.0981176780591958
2018-06-22,BP,147.7,1,Auto Insurance,4,6,0,1,0,1,0.1766417756161681
2018-05-24,Shell,148.65,1,Shopping,3,5,1,0,0,19,0.1814920937357471
2018-06-13,Credit Card Payment,184.67,0,Internet,2,6,1,0,0,12,0.365395734438097
2019-09-26,Credit Card Payment,31.39,0,Restaurants,3,9,1,0,0,18,-0.4171903301609092
2018-05-02,Brewing Company,36.83,1,Gas & Fuel,2,5,0,0,1,8,-0.38941587692879415
2018-06-22,Grocery Store,69.48,0,Credit Card Payment,4,6,0,0,1,3,-0.22271810155589777
2019-03-08,Grocery Store,199.25,1,Credit Card Payment,4,3,0,1,0,3,0.43983535357858183
2019-06-17,City Water Charges,22.54,1,Groceries,0,6,1,0,0,9,-0.4623748726433022
2018-03-30,Barbershop,94.53,0,Home Improvement,4,3,0,1,0,11,-0.09482287113963274
2018-04-04,New York Deli,174.69,1,Credit Card Payment,2,4,1,0,0,3,0.3144418661924154
2019-04-25,Credit Card Payment,138.85,0,Restaurants,3,4,0,0,1,18,0.13145723313377508
2018-07-04,Movie Theater,124.24,1,Restaurants,2,7,0,1,0,18,0.056864446052672
2018-08-22,Brewing Company,188.36,1,Home Improvement,2,8,1,0,0,11,0.38423539113414573
2019-05-26,Credit Card Payment,189.94,0,Auto Insurance,6,5,1,0,0,1,0.3923022360067085
2018-03-28,Shell,1.63,1,Restaurants,2,3,1,0,0,18,-0.5691329272542445
2019-07-19,Netflix,112.8,1,Credit Card Payment,4,7,1,0,0,3,-0.001543595303099334
2019-07-31,Brunch Restaurant,102.05,0,Utilities,2,7,1,0,0,21,-0.0564287740246502
2018-12-16,Credit Card Payment,91.67,0,Credit Card Payment,6,12,0,0,1,3,-0.10942488147857557
2018-07-13,City Water Charges,8.67,0,Auto Insurance,4,7,0,0,1,1,-0.5331895171891544
2019-06-15,Credit Card Payment,14.12,0,Shopping,5,6,0,1,0,19,-0.5053640079768332
2018-04-16,Grocery Store,127.09,1,Paycheck,0,4,0,0,1,17,0.07141540041140879
2019-03-03,Grocery Store,154.29,1,Groceries,6,3,0,1,0,9,0.21028766657198394
2018-10-27,Greek Restaurant,166.35,0,Restaurants,5,10,0,1,0,18,0.2718611787005331
2019-01-07,City Water Charges,165.14,0,Restaurants,0,1,0,1,0,18,0.26568340509559574
2019-12-09,Grocery Store,68.94,0,Music,0,12,1,0,0,16,-0.22547512448702686
2018-02-16,Power Company,35.1,0,Haircut,4,2,1,0,0,10,-0.3982485615044483
2018-04-12,Amazon,136.85,1,Gas & Fuel,3,4,0,0,1,8,0.12124603709255631
2018-10-11,Credit Card Payment,72.48,0,Credit Card Payment,3,10,0,1,0,3,-0.20740130749406963
2018-04-18,Mortgage Payment,136.77,0,Paycheck,2,4,1,0,0,17,0.12083758925090764
2018-06-22,Hardware Store,31.02,1,Credit Card Payment,4,6,0,0,1,3,-0.41907940142853467
2019-04-30,American Tavern,112.48,0,Groceries,1,4,0,1,0,9,-0.0031773866696943017
2018-10-02,City Water Charges,98.13,1,Credit Card Payment,1,10,0,1,0,3,-0.076442718265439
